POÇO ANP;BLOCO;BACIA;BACIAS AGRUPADAS;ESTADO;AMBIENTE;OPERADOR;INÍCIO DA PERFURAÇÃO;CONCLUSÃO DO POÇO;PROFUNDIDADE FINAL (m);ATINGIU PRÉ-SAL?;NOTIFICAÇÃO DE DESCOBERTA ?;DATA DA 1ª DESCOBERTA;FLUIDO NOTIFICAÇÃO DESCOBERTA
1-ALV-4DP-BA;REC-T-182;Recôncavo;Maduras;BA;TERRA;Alvopetro;04/11/2012;21/11/2012;1345;Não;Não;;
1-OGX-97-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;28/10/2012;25/11/2012;2084;Não;Sim;19/11/2012;Gás
1-OGX-98-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;29/10/2012;25/11/2012;2115;Não;Não;;
3-BRSA-1107-RJS;C-M-401;Campos;Margem Leste;RJ;MAR;Petrobras;31/08/2012;03/12/2012;3246;Não;Sim;29/10/2012;Petróleo
3-APL-6-ESS;C-M-101;Campos;Margem Leste;ES;MAR;Anadarko;28/07/2012;08/12/2012;5378;Sim;Sim;26/11/2012;Petróleo
1-CISC-1-MG;SF-T-133;São Francisco;Nova Fronteira;MG;TERRA;Cisco;05/11/2011;09/12/2012;1587;Não;Sim;24/09/2012;Gás
1-BRSA-1110-ESS;ES-M-594;Espírito Santo;Margem Leste;ES;MAR;Petrobras;14/09/2012;10/12/2012;5727;Não;Não;;
1-BRSA-1114-CES;BM-CE-1;Ceará;Margem Equatorial;CE;MAR;Petrobras;17/09/2012;23/12/2012;5087;Não;Sim;09/12/2012;Petróleo
1-OGX-96-MA;PN-T-50;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;26/09/2012;24/12/2012;3003;Não;Não;;
1-PSY-17-BA;REC-T-152;Recôncavo;Maduras;BA;TERRA;Petrosynergy;11/04/2008;28/12/2012;;Não;Não;;
1-VBEP-3-SPS;S-M-1035;Santos;Margem Leste;SP;MAR;Vanco;01/11/2012;28/12/2012;6427;Não;Não;;
1-BRSA-1108-SES;SEAL-M-424;Sergipe;Margem Leste;SE;MAR;Petrobras;05/09/2012;30/12/2012;5376;Não;Sim;01/12/2012;Petróleo
1-OGX-101-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;10/12/2012;01/01/2013;1952;Não;Não;;
1-OGX-100-RJS;C-M-591;Campos;Margem Leste;RJ;MAR;PRIO;23/11/2012;05/01/2013;3400;Sim;Sim;18/12/2012;Petróleo
1-PTRA-13-MG;SF-T-130;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;20/06/2012;06/01/2013;2786;Não;Sim;02/01/2013;Gás
1-OGX-102-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;11/12/2012;08/01/2013;2232;Não;Sim;07/01/2013;Gás
1-PTRA-16-MG;SF-T-125;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;16/11/2012;09/01/2013;3160;Não;Sim;03/01/2013;Gás
1-HRT-10-AM;SOL-T-192;Solimões;Nova Fronteira;AM;TERRA;Prio Comercial.;22/10/2012;10/01/2013;2385;Não;Sim;02/12/2012;Gás
5-OGX-103-MA;PN-T-50;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;31/12/2012;12/01/2013;505;Não;Não;;
1-BRSA-1129D-ESS;ES-M-592;Espírito Santo;Margem Leste;ES;MAR;Petrobras;13/11/2012;16/01/2013;4620;Não;Não;;
1-OGX-99-RJS;C-M-560;Campos;Margem Leste;RJ;MAR;PRIO;09/11/2012;19/01/2013;3323;Sim;Não;;
1-BRSA-1104-SES;SEAL-M-349;Sergipe;Margem Leste;SE;MAR;Petrobras;16/08/2012;25/01/2013;6056;Não;Sim;25/10/2012;Petróleo
1-KPGL-1D-SPS;S-M-1101;Santos;Margem Leste;SP;MAR;Karoon Brasil;28/12/2012;02/02/2013;3050;Não;Sim;23/01/2013;Petróleo
4-OGX-108-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;27/01/2013;05/02/2013;622;Não;Não;;
3-BRSA-1128-ESS;ES-M-527;Espírito Santo;Margem Leste;ES;MAR;Petrobras;08/11/2012;06/02/2013;4218;Não;Sim;28/12/2012;Petróleo
3-BRSA-1106D-AM;SOL-T-171;Solimões;Nova Fronteira;AM;TERRA;Petrobras;26/08/2012;10/02/2013;3651;Não;Sim;29/01/2013;Gás e Petróleo
1-OGX-104-RJS;C-M-560;Campos;Margem Leste;RJ;MAR;PRIO;11/01/2013;14/02/2013;2550;Sim;Sim;28/01/2013;Petróleo
1-OGX-105-MA;PN-T-85;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;18/01/2013;18/02/2013;2105;Não;Não;;
1-BRSA-1150-CES;BM-CE-1;Ceará;Margem Equatorial;CE;MAR;Petrobras;27/12/2012;21/02/2013;4092;Não;Não;;
1-IMET-7-MG;SF-T-104;São Francisco;Nova Fronteira;MG;TERRA;Imetame;23/12/2012;25/02/2013;1833;Não;Sim;11/01/2013;Gás
1-PTRA-18-MG;SF-T-134;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;23/12/2012;25/02/2013;1385;Não;Sim;25/02/2013;Gás
1-OGX-107-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;25/01/2013;27/02/2013;1626;Não;Sim;15/02/2013;Gás
1-PTRA-17-MG;SF-T-121;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;08/12/2012;27/02/2013;2205;Não;Sim;31/01/2013;Gás
1-OGX-106-RJS;C-M-560;Campos;Margem Leste;RJ;MAR;PRIO;22/01/2013;04/03/2013;2317;Sim;Não;;
1-BRSA-1131-SES;SEAL-M-569;Sergipe;Margem Leste;SE;MAR;Petrobras;16/11/2012;09/03/2013;6556;Não;Sim;24/02/2013;Não Caracterizado
1-PTRA-19-MG;SF-T-118;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;24/01/2013;17/03/2013;2610;Não;Não;;
1-GTE-5HP-BA;REC-T-142;Recôncavo;Maduras;BA;TERRA;SPE Tiêta;18/11/2012;26/03/2013;2620;Não;Sim;19/12/2012;Petróleo
1-OGX-110-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;09/03/2013;28/03/2013;1907;Não;Sim;24/03/2013;Gás
1-KPGL-2-SPS;S-M-1037;Santos;Margem Leste;SP;MAR;Karoon Brasil;10/02/2013;31/03/2013;4381;Não;Sim;23/03/2013;Petróleo
1-PTRA-21-MG;SF-T-126;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;30/01/2013;04/04/2013;3249;Não;Sim;02/04/2013;Gás
1-BRSA-1141-SES;BM-SEAL-4;Sergipe;Margem Leste;SE;MAR;Petrobras;14/12/2012;08/04/2013;4272;Não;Não;;
3-OGX-109-RJS;C-M-560;Campos;Margem Leste;RJ;MAR;PRIO;08/03/2013;11/04/2013;2684;Não;Sim;06/04/2013;Petróleo
1-BRSA-1143D-ESS;ES-M-527;Espírito Santo;Margem Leste;ES;MAR;Petrobras;16/12/2012;19/04/2013;6493;Não;Sim;23/01/2013;Petróleo
1-BRSA-1154D-ESS;ES-M-525;Espírito Santo;Margem Leste;ES;MAR;Petrobras;08/01/2013;29/04/2013;5736;Não;Sim;17/04/2013;Petróleo
1-PTRA-20-MG;SF-T-143;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;25/01/2013;11/05/2013;1871;Não;Sim;01/04/2013;Gás
4-OGX-111-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;26/04/2013;14/05/2013;1460;Não;Sim;10/05/2013;Gás
1-GTE-6HP-BA;REC-T-129;Recôncavo;Maduras;BA;TERRA;SPE Tiêta;04/01/2013;15/05/2013;2910;Não;Sim;03/02/2013;Gás e Petróleo
3-BRSA-1163-SES;SEAL-M-426;Sergipe;Margem Leste;SE;MAR;Petrobras;11/03/2013;16/05/2013;4925;Não;Sim;09/05/2013;Gás
3-BRSA-1113D-AM;SOL-T-171;Solimões;Nova Fronteira;AM;TERRA;Petrobras;16/09/2012;18/05/2013;3788;Não;Não;;
1-HRT-11-AM;SOL-T-172;Solimões;Nova Fronteira;AM;TERRA;Prio Comercial.;17/03/2013;21/05/2013;2441;Não;Não;;
1-PTRA-22-MG;SF-T-118;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;08/03/2013;22/05/2013;2148;Não;Sim;21/05/2013;Gás
1-BP-8D-RJS;C-M-471;Campos;Margem Leste;RJ;MAR;BP Energy;29/03/2013;24/05/2013;5410;Não;Sim;21/04/2013;Petróleo
1-KPGL-3-SPS;S-M-1166;Santos;Margem Leste;SP;MAR;Karoon Brasil;07/04/2013;29/05/2013;4416;Não;Sim;07/05/2013;Petróleo
4-PTRA-23-MG;SF-T-131;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;19/03/2013;29/05/2013;3010;Não;Sim;24/05/2013;Gás
3-REPF-13-SPS;S-M-673;Santos;Margem Leste;SP;MAR;Repsol Sinopec;03/05/2013;10/06/2013;3846;Não;Sim;30/05/2013;Petróleo
4-OGX-113-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;04/06/2013;23/06/2013;1780;Não;Sim;20/06/2013;Gás
1-BRSA-1063-SPS;S-M-623;Santos;Margem Leste;SP;MAR;Petrobras;31/08/2012;24/06/2013;7110;Sim;Sim;19/02/2013;Petróleo
1-PERN-3-ESS;ES-M-472;Espírito Santo;Margem Leste;ES;MAR;Perenco Brasil;31/03/2013;28/06/2013;5937;Não;Sim;27/05/2013;Não Caracterizado
4-OGX-112-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;28/05/2013;02/07/2013;1509;Não;Sim;09/06/2013;Gás
1-PTRA-24-MG;SF-T-139;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;18/05/2013;06/07/2013;1205;Não;Sim;03/07/2013;Gás
1-PTRA-26-MG;SF-T-124;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;17/06/2013;08/07/2013;2200;Não;Sim;13/07/2013;Gás
1-PTRA-25-MG;SF-T-94;São Francisco;Nova Fronteira;MG;TERRA;Petra Energia;31/05/2013;10/07/2013;1275;Não;Sim;06/07/2013;Gás
4-OGX-114-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;29/06/2013;13/07/2013;1746;Não;Sim;09/07/2013;Gás
3-BRSA-1132-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;17/11/2012;02/08/2013;5900;Sim;Sim;21/01/2013;Petróleo
1-BRSA-1158-CES;POT-M-760;Potiguar;Margem Equatorial;CE;MAR;Petrobras;11/02/2013;07/08/2013;5105;Não;Sim;11/06/2013;Petróleo
3-BRSA-1179-SPS;BM-S-9;Santos;Margem Leste;SP;MAR;Petrobras;31/05/2013;08/08/2013;5037;Sim;Sim;01/08/2013;Petróleo
1-OGX-115-MA;PN-T-48;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;26/07/2013;10/08/2013;1716;Não;Sim;10/08/2013;Gás
3-BP-9-ESS;C-M-61;Campos;Margem Leste;ES;MAR;BP Energy;25/05/2013;10/08/2013;4740;Sim;Sim;25/07/2013;Petróleo
1-PERN-4-ESS;ES-M-529;Espírito Santo;Margem Leste;ES;MAR;Perenco Brasil;02/07/2013;13/08/2013;4989;Não;Sim;24/07/2013;Gás e Petróleo
3-VITA-14-ES;ES-T-392;Espírito Santo;Maduras;ES;TERRA;Vipetro;18/06/2013;14/08/2013;1641;Não;Sim;10/07/2013;Petróleo
3-BRSA-1180D-SES;SEAL-M-424;Sergipe;Margem Leste;SE;MAR;Petrobras;04/06/2013;18/08/2013;5627;Não;Sim;07/08/2013;Gás e Petróleo
1-IMET-8-MG;SF-T-114;São Francisco;Nova Fronteira;MG;TERRA;Imetame;28/02/2013;21/08/2013;1781;Não;Sim;23/03/2013;Gás
1-BRSA-1115-RJS;S-M-239;Santos;Margem Leste;RJ;MAR;Petrobras;18/09/2012;23/08/2013;6487;Sim;Sim;20/07/2013;Petróleo
3-OGX-116-RJS;C-M-560;Campos;Margem Leste;RJ;MAR;PRIO;03/08/2013;26/08/2013;2238;Não;Não;;
1-OGX-117-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;17/08/2013;04/09/2013;1620;Não;Sim;01/09/2013;Gás
1-BRSA-1166D-ESS;ES-M-594;Espírito Santo;Margem Leste;ES;MAR;Petrobras;24/03/2013;11/09/2013;6350;Não;Não;;
1-OGX-118-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;09/09/2013;30/09/2013;1620;Não;Sim;27/09/2013;Gás
3-APL-7D-ESS;C-M-101;Campos;Margem Leste;ES;MAR;Anadarko;17/06/2013;02/10/2013;5708;Sim;Sim;13/09/2013;Petróleo
1-GTE-8DP-BA;REC-T-155;Recôncavo;Maduras;BA;TERRA;SPE Tiêta;30/08/2013;12/10/2013;2397;Não;Sim;28/10/2013;Gás e Petróleo
1-BRSA-1175-CES;POT-M-665;Potiguar;Margem Equatorial;CE;MAR;Petrobras;16/05/2013;14/10/2013;5836;Não;Sim;02/08/2013;Petróleo
1-SHEL-28-MG;SF-T-81;São Francisco;Nova Fronteira;MG;TERRA;Shell Brasil;23/07/2013;15/10/2013;2206;Não;Não;;
3-BRSA-1178D-SES;SEAL-M-426;Sergipe;Margem Leste;SE;MAR;Petrobras;21/05/2013;19/10/2013;6261;Não;Sim;01/08/2013;Petróleo
1-IMET-9D-BA;REC-T-210;Recôncavo;Maduras;BA;TERRA;Imetame;01/09/2013;23/10/2013;1900;Não;Sim;03/10/2013;Petróleo
1-OGX-119-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;07/10/2013;27/10/2013;1782;Não;Sim;25/10/2013;Gás
3-BRSA-1183-RJS;BM-S-24;Santos;Margem Leste;RJ;MAR;Petrobras;02/07/2013;04/11/2013;5765;Sim;Sim;14/09/2013;Gás e Petróleo
1-BRSA-1189-AM;BT-SOL-1;Solimões;Nova Fronteira;AM;TERRA;Petrobras;26/07/2013;09/11/2013;2966;Não;Não;;
1-BRSA-1209-BA;REC-T-235;Recôncavo;Maduras;BA;TERRA;Petrobras;31/10/2013;15/11/2013;1308;Não;Não;;
1-BRSA-1213D-BA;REC-T-235;Recôncavo;Maduras;BA;TERRA;Petrobras;21/11/2013;01/12/2013;872;Não;Não;;
1-BP-10-BAS;CAL-M-314;Camamu;Margem Leste;BA;MAR;BP Energy;16/09/2013;11/12/2013;5940;Não;Não;;
1-IMET-10D-BA;REC-T-211;Recôncavo;Maduras;BA;TERRA;Imetame;01/11/2013;15/12/2013;2575;Não;Sim;10/11/2013;Gás e Petróleo
1-OGX-120-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;17/11/2013;21/12/2013;1800;Não;Sim;18/12/2013;Gás
3-BRSA-1216D-SPS;BM-S-8;Santos;Margem Leste;SP;MAR;Petrobras;14/12/2013;05/01/2014;2536;Não;Não;;
3-BP-11-RJS;C-M-473;Campos;Margem Leste;RJ;MAR;BP Energy;17/11/2013;23/01/2014;6525;Sim;Sim;11/01/2014;Petróleo
1-OGX-121-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;07/01/2014;24/01/2014;1685;Não;Sim;21/01/2014;Gás
1-STAT-9-RJS;C-M-530;Campos;Margem Leste;RJ;MAR;Equinor Brasil;20/01/2014;03/02/2014;1395;Não;Não;;
3-BRSA-1194-SES;SEAL-M-499;Sergipe;Margem Leste;SE;MAR;Petrobras;24/08/2013;04/02/2014;5433;Não;Sim;09/12/2013;Gás e Petróleo
3-BRSA-1181D-RJS;BBG;Santos;Margem Leste;RJ;MAR;Petrobras;04/06/2013;11/02/2014;6672;Sim;Sim;21/07/2013;Petróleo
1-OGX-122-MA;PN-T-85;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;05/02/2014;21/02/2014;1680;Não;Sim;19/02/2014;Gás
1-BRSA-1219D-BA;REC-T-220;Recôncavo;Maduras;BA;TERRA;Petrobras;13/01/2014;25/02/2014;1833;Não;Não;;
1-BRSA-1205-RNS;POT-M-855;Potiguar;Margem Equatorial;RN;MAR;Petrobras;19/10/2013;11/03/2014;5353;Não;Sim;16/12/2013;Petróleo
1-VITA-15-ES;ES-T-391;Espírito Santo;Maduras;ES;TERRA;Vipetro;20/12/2013;24/03/2014;1651;Não;Sim;04/02/2014;Petróleo
1-ALV-5-BA;REC-T-183;Recôncavo;Maduras;BA;TERRA;Alvopetro;12/01/2014;02/04/2014;3275;Não;Sim;29/03/2014;Petróleo
1-PGN-1-MA;PN-T-48;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;10/03/2014;09/04/2014;2545;Não;Sim;24/03/2014;Gás
3-BRSA-1207-SES;SEAL-M-349;Sergipe;Margem Leste;SE;MAR;Petrobras;22/10/2013;11/04/2014;5742;Não;Não;;
1-BRSA-1221-MA;PN-T-86;Parnaíba;Nova Fronteira;MA;TERRA;Petrobras;28/01/2014;19/04/2014;2640;Não;Sim;13/04/2014;Gás e Petróleo
4-BRSA-1203-AM;SOL-T-171;Solimões;Nova Fronteira;AM;TERRA;Petrobras;02/10/2013;26/04/2014;3479;Não;Não;;
1-BRSA-1240-ES;ES-T-495;Espírito Santo;Maduras;ES;TERRA;Petrobras;18/04/2014;30/04/2014;1272;Não;Sim;28/04/2014;Petróleo
3-BRSA-1229-ESS;ES-M-527;Espírito Santo;Margem Leste;ES;MAR;Petrobras;26/02/2014;07/05/2014;4644;Não;Sim;29/04/2014;Petróleo
1-BRSA-1241-ES;ES-T-495;Espírito Santo;Maduras;ES;TERRA;Petrobras;02/05/2014;14/05/2014;1233;Não;Sim;12/05/2014;Petróleo
3-BRSA-1234D-SES;SEAL-M-424;Sergipe;Margem Leste;SE;MAR;Petrobras;23/03/2014;15/05/2014;5514;Não;Não;;
3-BRSA-1230-ESS;ES-M-525;Espírito Santo;Margem Leste;ES;MAR;Petrobras;01/03/2014;26/05/2014;5550;Não;Não;;
1-BRSA-1236-AM;SOL-T-193;Solimões;Nova Fronteira;AM;TERRA;Petrobras;25/03/2014;07/06/2014;2064;Não;Não;;
3-BRSA-1245-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;20/05/2014;14/06/2014;1824;Não;Não;;
3-BRSA-1239-SES;SEAL-M-426;Sergipe;Margem Leste;SE;MAR;Petrobras;14/04/2014;24/06/2014;5746;Não;Não;;
3-BRSA-1068-RN;BT-POT-8;Potiguar;Maduras;RN;TERRA;Petrobras;08/04/2012;31/07/2014;4322;Não;Sim;13/08/2012;Gás
1-INT-1-AL;SEAL-T-187;Alagoas;Maduras;AL;TERRA;Integral;29/06/2014;26/08/2014;890;Não;Sim;11/08/2014;Petróleo
3-BRSA-1246-RJS;BM-S-24;Santos;Margem Leste;RJ;MAR;Petrobras;09/06/2014;26/08/2014;5706;Sim;Sim;19/07/2014;Gás e Petróleo
3-BRSA-1244-SES;SEAL-M-424;Sergipe;Margem Leste;SE;MAR;Petrobras;17/05/2014;29/08/2014;5526;Não;Sim;20/07/2014;Petróleo
1-BRSA-1204-MT;PRC-T-122;Parecis - Alto Xingu;Nova Fronteira;MT;TERRA;Petrobras;11/10/2013;05/09/2014;6057;Não;Sim;19/05/2014;Gás
1-BRSA-1260-ES;ES-T-486;Espírito Santo;Maduras;ES;TERRA;Petrobras;22/08/2014;05/09/2014;1282;Não;Sim;04/09/2014;Petróleo
3-REPF-14-RJS;C-M-539;Campos;Margem Leste;RJ;MAR;Repsol Sinopec;09/11/2013;14/09/2014;6630;Sim;Sim;27/06/2014;Petróleo
1-BRSA-1257-MA;PN-T-66;Parnaíba;Nova Fronteira;MA;TERRA;Petrobras;11/08/2014;16/09/2014;2210;Não;Não;;
1-BRSA-1264-ES;ES-T-495;Espírito Santo;Maduras;ES;TERRA;Petrobras;07/09/2014;21/09/2014;1196;Não;Sim;18/09/2014;Petróleo
3-BRSA-1251-SES;BM-SEAL-4;Sergipe;Margem Leste;SE;MAR;Petrobras;06/07/2014;06/10/2014;5615;Não;Sim;07/09/2014;Gás
1-ALV-6D-BA;REC-T-183;Recôncavo;Maduras;BA;TERRA;Alvopetro;27/07/2014;12/10/2014;3550;Não;Sim;13/10/2014;Gás
1-BRSA-1268-ES;ES-T-486;Espírito Santo;Maduras;ES;TERRA;Petrobras;24/09/2014;12/10/2014;1330;Não;Sim;10/10/2014;Gás e Petróleo
3-PGN-2-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;18/09/2014;19/10/2014;1800;Não;Sim;05/10/2014;Gás
3-BRSA-1248D-SES;SEAL-M-426;Sergipe;Margem Leste;SE;MAR;Petrobras;25/06/2014;26/10/2014;4920;Não;Sim;16/08/2014;Gás
1-BRSA-1270D-RN;POT-T-613;Potiguar;Maduras;RN;TERRA;Petrobras;06/10/2014;28/10/2014;1911;Não;Não;;
3-PGN-3-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;24/10/2014;11/11/2014;1680;Não;Não;;
3-BRSA-1259-ESS;ES-M-414;Espírito Santo;Margem Leste;ES;MAR;Petrobras;19/08/2014;19/11/2014;2996;Não;Sim;22/09/2014;Gás
1-ALV-7D-BA;REC-T-197;Recôncavo;Maduras;BA;TERRA;Alvopetro;07/11/2014;01/12/2014;1669;Não;Sim;15/12/2014;Gás
1-BRSA-1269-AM;AM-T-85;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;25/09/2014;04/12/2014;2466;Não;Não;;
3-BRSA-1243-RJS;BM-S-11;Santos;Margem Leste;RJ;MAR;Petrobras;14/05/2014;05/12/2014;5852;Sim;Sim;15/11/2014;Gás e Petróleo
3-BRSA-1253D-ESS;ES-M-525;Espírito Santo;Margem Leste;ES;MAR;Petrobras;25/07/2014;05/12/2014;4671;Não;Sim;21/09/2014;Petróleo
3-KPGL-4-SPS;S-M-1101;Santos;Margem Leste;SP;MAR;Karoon Brasil;05/11/2014;08/01/2015;2369;Não;Sim;18/11/2014;Petróleo
3-PGN-4-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;27/12/2014;18/01/2015;1500;Não;Sim;10/01/2015;Gás
4-BRSA-1252-AM;SOL-T-171;Solimões;Nova Fronteira;AM;TERRA;Petrobras;13/07/2014;19/01/2015;3445;Não;Sim;04/12/2014;Petróleo
3-KPGL-5DP-SPS;S-M-1101;Santos;Margem Leste;SP;MAR;Karoon Brasil;13/01/2015;27/01/2015;2745;Não;Sim;18/01/2015;Petróleo
1-BRSA-1291D-SE;SEAL-T-420;Sergipe;Maduras;SE;TERRA;Petrobras;10/01/2015;28/01/2015;742;Não;Sim;21/01/2015;Gás e Petróleo
1-BRSA-1289-RJS;C-M-535;Campos;Margem Leste;RJ;MAR;Petrobras;28/12/2014;08/02/2015;3788;Não;Sim;27/01/2015;Petróleo
3-BRSA-1267-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;27/09/2014;13/02/2015;5505;Sim;Sim;24/11/2014;Gás e Petróleo
4-PGN-6-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;31/01/2015;16/02/2015;1540;Não;Não;;
3-BRSA-1255-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;11/08/2014;21/02/2015;5734;Sim;Sim;21/10/2014;Petróleo
3-KPGL-6DP-SPS;S-M-1101;Santos;Margem Leste;SP;MAR;Karoon Brasil;01/02/2015;22/02/2015;1960;Não;Sim;13/02/2015;Petróleo
3-PGN-5-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;29/01/2015;22/02/2015;1530;Não;Sim;15/02/2015;Gás
1-BRSA-1285-AM;AM-T-62;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;26/11/2014;02/03/2015;2300;Não;Sim;20/02/2015;Gás
1-IMET-11-BA;REC-T-210;Recôncavo;Maduras;BA;TERRA;Imetame;14/01/2015;08/03/2015;2407;Não;Não;;
4-PGN-8-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;02/03/2015;13/03/2015;1645;Não;Não;;
3-PGN-7D-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;28/02/2015;23/03/2015;1980;Não;Sim;16/03/2015;Gás
3-KPGL-7-SPS;S-M-1101;Santos;Margem Leste;SP;MAR;Karoon Brasil;26/02/2015;28/03/2015;3170;Não;Não;;
3-BRSA-1286-SES;SEAL-M-426;Sergipe;Margem Leste;SE;MAR;Petrobras;28/11/2014;02/04/2015;6060;Não;Sim;28/01/2015;Gás e Petróleo
3-VITA-16-ES;ES-T-466;Espírito Santo;Maduras;ES;TERRA;Vipetro;03/01/2015;02/04/2015;1766;Não;Sim;08/02/2015;Petróleo
3-PGN-9D-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;24/03/2015;08/04/2015;1864;Não;Sim;05/04/2015;Gás
1-BRSA-1302-ES;ES-T-495;Espírito Santo;Maduras;ES;TERRA;Petrobras;29/03/2015;09/04/2015;1312;Não;Sim;08/04/2015;Petróleo
3-BRSA-1296-SES;SEAL-M-499;Sergipe;Margem Leste;SE;MAR;Petrobras;20/02/2015;21/04/2015;5571;Não;Sim;12/04/2015;Petróleo
3-BRSA-1297-SES;SEAL-M-349;Sergipe;Margem Leste;SE;MAR;Petrobras;04/03/2015;03/05/2015;4512;Não;Sim;29/03/2015;Gás
1-BRSA-1293-AM;AM-T-84;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;31/01/2015;16/05/2015;2040;Não;Sim;28/03/2015;Gás e Petróleo
1-KPGL-8-SPS;S-M-1037;Santos;Margem Leste;SP;MAR;Karoon Brasil;31/03/2015;16/05/2015;2379;Não;Sim;10/04/2015;Petróleo
3-REPF-15D-RJS;C-M-539;Campos;Margem Leste;RJ;MAR;Repsol Sinopec;23/11/2013;16/05/2015;6702;Sim;Sim;21/12/2014;Gás e Petróleo
3-BRSA-1305-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;02/05/2015;24/05/2015;3084;Não;Não;;
1-BRSA-1301-AM;AM-T-85;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;24/03/2015;01/06/2015;2076;Não;Sim;02/05/2015;Gás
1-BRSA-1300D-BA;REC-T-70;Recôncavo;Maduras;BA;TERRA;Petrobras;21/03/2015;26/06/2015;3051;Não;Sim;08/05/2015;Petróleo
1-BRSA-1306D-BA;REC-T-60;Recôncavo;Maduras;BA;TERRA;Petrobras;26/05/2015;04/07/2015;2853;Não;Não;;
3-PGN-13-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;02/07/2015;22/07/2015;1695;Não;Sim;14/07/2015;Gás
1-ALV-8D-BA;REC-T-182;Recôncavo;Maduras;BA;TERRA;Alvopetro;24/05/2015;27/08/2015;2095;Não;Sim;30/06/2015;Petróleo
4-PGN-14-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;18/08/2015;31/08/2015;1790;Não;Sim;29/08/2015;Gás
