Nome_poço_anp,Nome_poço_operador,Campo,Bacia,Operador_atual,Operador_epoca,Ambiente,Sonda,Objetivo,Data_início,Data_término,Dias_em_intervenção
7-FSL-64-ES,7FSL64ES,FAZENDA SANTA LUZIA,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,05/05/2025,10/05/2025,6
7-FSL-65D-ES,7FSL65DES,FAZENDA SANTA LUZIA,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 32,Completação,10/01/2025,13/01/2025,4
7-FSL-9-ES,7FSL 0009  ES,FAZENDA SANTA LUZIA,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,17/02/2026,19/02/2026,3
7-FSL-9-ES,7FSL 0009  ES,FAZENDA SANTA LUZIA,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,01/05/2025,05/05/2025,5
7-FSR-10-ES,7FSR10ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,13/10/2025,16/10/2025,4
7-FSR-10-ES,7FSR10ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,17/12/2025,20/12/2025,4
7-FSR-14D-ES,7FSR 0014D ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,07/07/2025,11/07/2025,5
7-FSR-22D-ES,7FSR22DES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,21/12/2025,23/12/2025,3
7-FSR-22D-ES,7FSR22DES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,26/06/2025,28/06/2025,3
7-FSR-25-ES,7FSR25ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 32,Completação,05/01/2025,08/01/2025,4
7-FSR-27-ES,7FSR27ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,20/10/2025,22/10/2025,3
7-FSR-27-ES,7FSR27ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,25/03/2026,28/03/2026,4
7-FSR-27-ES,7FSR27ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 32,Completação,03/04/2025,09/04/2025,7
7-FSR-33D-ES,7FSR33DES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 32,Abandono,09/04/2025,11/04/2025,3
7-FSR-38-ES,7FSR38ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 32,Completação,12/03/2025,14/03/2025,3
7-FSR-38-ES,7FSR38ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,16/06/2025,19/06/2025,4
7-FSR-43-ES,7FSR43ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 32,Completação,02/01/2025,02/01/2025,1
7-FSR-43-ES,7FSR43ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 32,Completação,29/01/2025,02/02/2025,5
7-FSR-46-ES,7FSR46ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 32,Abandono,01/04/2025,02/04/2025,2
7-FSR-47-ES,7FSR47ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,14/12/2025,16/12/2025,3
7-FSR-47-ES,7FSR47ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,12/11/2025,17/11/2025,6
7-FSR-49-ES,7FSR49ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,31/03/2025,07/04/2025,8
7-FSR-56-ES,7FSR56ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,28/06/2025,02/07/2025,5
7-FSR-59DP-ES,7FSR59DPES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Abandono,14/01/2025,15/01/2025,2
7-FSR-59DP-ES,7FSR59DPES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,11/01/2025,13/01/2025,3
7-FSR-61-ES,7FSR61ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,03/06/2025,07/06/2025,5
7-FSR-64-ES,7FSR64ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,23/10/2025,25/10/2025,3
7-FSR-64-ES,7FSR64ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,03/09/2025,06/09/2025,4
7-FSR-67-ES,7FSR67ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SONDA DE PRODUÇÃO TERRESTRE 156,Completação,14/04/2025,17/04/2025,4
7-FSR-69-ES,7FSR69ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,07/06/2025,09/06/2025,3
7-FSR-69-ES,7FSR69ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,17/10/2025,19/10/2025,3
7-FSR-69-ES,7FSR69ES,FAZENDA SÃO RAFAEL,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,19/03/2026,24/03/2026,6
7-FU-138D-AL,7FU138DAL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 128,Completação,05/05/2025,11/05/2025,7
7-FU-138D-AL,7FU138DAL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 112,Completação,03/11/2025,22/11/2025,20
7-FU-158D-AL,7FU158DAL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 116,Completação,25/12/2025,11/01/2026,18
7-FU-159D-AL,7FU159DAL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 108,Completação,05/01/2026,16/01/2026,12
7-FU-170D-AL,7FU170DAL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 128,Completação,12/05/2025,25/05/2025,14
7-FU-170D-AL,7FU170DAL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 144,Completação,17/10/2025,30/10/2025,14
7-FU-26-AL,7FU  0026  AL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 108,Completação,25/01/2026,01/02/2026,8
7-FU-89A-AL,7FU  0089A AL,FURADO,ALAGOAS,ORIGEM ALAGOAS,ORIGEM ALAGOAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 30,Completação,30/03/2026,31/03/2026,2
7-FZB-171-CE,7FZB 0171  CE,FAZENDA BELÉM CE,POTIGUAR,3R POTIGUAR,3R RNCE,TERRA,SONDA DE PRODUÇÃO TERRESTRE 94,Restauração,13/05/2025,17/05/2025,5
7-FZB-303-CE,7FZB 0303  CE,FAZENDA BELÉM CE,POTIGUAR,3R POTIGUAR,3R RNCE,TERRA,SONDA DE PRODUÇÃO TERRESTRE 94,Restauração,06/05/2025,12/05/2025,7
7-FZB-740-CE,7FZB740CE,FAZENDA BELÉM CE,POTIGUAR,3R POTIGUAR,3R RNCE,TERRA,SONDA DE PRODUÇÃO TERRESTRE - 105,Restauração,09/06/2025,12/06/2025,4
7-GA-30-SES,7GA  0030  SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,POÇO SEM SONDA,Abandono,22/06/2025,23/06/2025,2
7-GA-30-SES,7GA  0030  SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,18/11/2025,29/12/2025,42
7-GA-31D-SES,7GA  0031D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,18/08/2025,25/08/2025,8
7-GA-31D-SES,7GA  0031D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,01/09/2025,19/09/2025,19
7-GA-31D-SES,7GA  0031D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,19/04/2025,26/05/2025,38
7-GA-31D-SES,7GA  0031D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,28/09/2025,18/11/2025,52
7-GA-32D-SES,7GA  0032D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,19/09/2025,21/09/2025,3
7-GA-32D-SES,7GA  0032D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,29/08/2025,01/09/2025,4
7-GA-32D-SES,7GA  0032D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,19/11/2025,26/11/2025,8
7-GA-32D-SES,7GA  0032D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,24/06/2025,05/07/2025,12
7-GA-33D-SES,7GA  0033D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,25/08/2025,27/08/2025,3
7-GA-33D-SES,7GA  0033D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,02/09/2025,06/09/2025,5
7-GA-33D-SES,7GA  0033D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,27/05/2025,23/06/2025,28
7-GA-34D-SES,7GA  0034D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,POÇO SEM SONDA,Abandono,18/06/2025,21/06/2025,4
7-GA-34D-SES,7GA  0034D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,21/09/2025,25/09/2025,5
7-GA-34D-SES,7GA  0034D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,08/07/2025,01/08/2025,25
7-GA-35D-SES,7GA  0035D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,26/09/2025,28/09/2025,3
7-GA-35D-SES,7GA  0035D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,POÇO SEM SONDA,Abandono,16/06/2025,18/06/2025,3
7-GA-35D-SES,7GA  0035D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,05/07/2025,08/07/2025,4
7-GA-35D-SES,7GA  0035D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ARABIA I,Abandono,02/08/2025,18/08/2025,17
7-GA-4D-SES,7GA  0004D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,POÇO SEM SONDA,Abandono,15/06/2025,15/06/2025,1
7-GA-61D-SES,7GA  0061D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ADMARINE 511,Abandono,26/01/2026,02/03/2026,36
7-GA-62D-SES,7GA  0062D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ADMARINE 511,Abandono,02/03/2026,19/03/2026,18
7-GA-63D-SES,7GA  0063D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,POÇO SEM SONDA,Abandono,11/01/2026,11/01/2026,1
7-GA-63D-SES,7GA  0063D SES,GUARICEMA,SERGIPE,PETROBRAS,PETROBRAS,MAR,ADMARINE 511,Abandono,12/01/2026,25/01/2026,14
7-GC-11-RN,GALO DE CAMPINA 11,GALO DE CAMPINA,POTIGUAR,NÍON ENERGIA,NÍON ENERGIA,TERRA,SONDA DE PRODUÇÃO TERRESTE NÍON 01,Restauração,15/09/2025,20/09/2025,6
7-GC-13-RN,GALO DE CAMPINA 13,GALO DE CAMPINA,POTIGUAR,NÍON ENERGIA,NÍON ENERGIA,TERRA,SONDA DE PRODUÇÃO TERRESTE NÍON 01,Restauração,13/02/2026,18/02/2026,6
7-GC-16-RN,7-POS-16-RN,GALO DE CAMPINA,POTIGUAR,NÍON ENERGIA,NÍON ENERGIA,TERRA,SONDA DE PRODUÇÃO TERRESTE NÍON 01,Restauração,30/05/2025,06/06/2025,8
7-GMR-109-RN,7GMR109RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Restauração,24/02/2026,26/02/2026,3
7-GMR-11-RN,7GMR 0011  RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Abandono,18/07/2025,20/07/2025,3
7-GMR-129D-RN,7-GMR-129D-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SHRP 06,Perfuração,10/03/2025,12/03/2025,3
7-GMR-129D-RN,7-GMR-129D-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,21/04/2025,26/04/2025,6
7-GMR-129D-RN,7-GMR-129D-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROMENA UPET TW 80,Perfuração,13/03/2025,24/03/2025,12
7-GMR-131D-RN,7-GMR-131D-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,08/04/2025,14/04/2025,7
7-GMR-131D-RN,7-GMR-131D-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROMENA UPET TW 80,Perfuração,12/02/2025,21/02/2025,10
7-GMR-138-RN,7-GMR-0138-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SHRP 06,Perfuração,13/02/2025,17/02/2025,5
7-GMR-138-RN,7-GMR-0138-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,15/04/2025,20/04/2025,6
7-GMR-138-RN,7-GMR-0138-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROMENA UPET TW 80,Perfuração,23/02/2025,02/03/2025,8
7-GMR-139-RN,7-GMR-0139-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,27/04/2025,01/05/2025,5
7-GMR-139-RN,7-GMR-0139-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SHRP 06,Perfuração,21/02/2025,27/02/2025,7
7-GMR-139-RN,7-GMR-0139-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROMENA UPET TW 80,Perfuração,03/03/2025,10/03/2025,8
7-GMR-140-RN,7-GMR-140-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SHRP 06,Perfuração,28/02/2025,28/02/2025,1
7-GMR-140-RN,7-GMR-140-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 113,Completação,13/08/2025,15/08/2025,3
7-GMR-140-RN,7-GMR-140-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,08/05/2025,11/05/2025,4
7-GMR-140-RN,7-GMR-140-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROMENA UPET TW 80,Perfuração,26/03/2025,01/04/2025,7
7-GMR-141D-RN,7-GMR-141D-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SHRP 06,Perfuração,17/02/2025,19/02/2025,3
7-GMR-141D-RN,7-GMR-141D-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 113,Completação,16/08/2025,18/08/2025,3
7-GMR-141D-RN,7-GMR-141D-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,02/05/2025,07/05/2025,6
7-GMR-141D-RN,7-GMR-141D-RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROMENA UPET TW 80,Perfuração,02/04/2025,10/04/2025,9
7-GMR-17B-RN,7GMR 0017B RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Restauração,16/10/2025,18/10/2025,3
7-GMR-40-RN,7GMR 0040  RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Restauração,21/07/2025,22/07/2025,2
7-GMR-41-RN,7GMR 0041  RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Restauração,20/07/2025,20/07/2025,1
7-GMR-41-RN,7GMR 0041  RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 94,Restauração,26/08/2025,26/08/2025,1
7-GMR-42-RN,7GMR 0042  RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Restauração,18/07/2025,19/07/2025,2
7-GMR-74-RN,7GMR74RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 94,Restauração,14/12/2025,17/12/2025,4
7-GMR-79-RN,7GMR79RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Restauração,23/07/2025,23/07/2025,1
7-GMR-91-RN,7GMR91RN,GUAMARÉ,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Restauração,02/03/2025,03/03/2025,2
7-GO-16-BA,7GO  0016  BA,GOMO,RECÔNCAVO,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,TUCANO 08,Restauração,01/06/2025,03/06/2025,3
7-GO-23-BA,7GO23BA,GOMO,RECÔNCAVO,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-19 (NOV 4C-4XL),Completação,07/03/2026,11/03/2026,5
7-GP-11D-RJS,7GP  0011D RJS,GAROUPA,CAMPOS,PETROBRAS,PETROBRAS,MAR,SPM-18,Abandono,16/06/2025,22/06/2025,7
7-GP-12D-RJS,7GP  0012D RJS,GAROUPA,CAMPOS,PETROBRAS,PETROBRAS,MAR,SPM-18,Abandono,24/06/2025,13/07/2025,20
7-GP-22D-RJS,7GP  0022D RJS,GAROUPA,CAMPOS,PETROBRAS,PETROBRAS,MAR,SPM-18,Abandono,22/07/2025,08/08/2025,18
7-GP-26D-RJS,7GP  0026D RJS,GAROUPA,CAMPOS,PETROBRAS,PETROBRAS,MAR,SPM-18,Abandono,15/07/2025,21/07/2025,7
7-GP-27D-RJS,7GP  0027D RJS,GAROUPA,CAMPOS,PETROBRAS,PETROBRAS,MAR,SPM-18,Abandono,16/05/2025,22/05/2025,7
7-GVBL-6D-MA,7-GVBL-6D-MA,GAVIÃO BELO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,21/05/2025,29/05/2025,9
7-GVBL-8D-MA,7-GVBL-8D-MA,GAVIÃO BELO,PARNAÍBA,ENEVA,ENEVA,TERRA,ENEVA EXPLORER,Perfuração,21/12/2025,03/01/2026,14
7-GVBL-8D-MA,7-GVBL-8D-MA,GAVIÃO BELO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,09/03/2026,24/03/2026,16
7-GVBL-9D-MA,7-GVBL-9D-MA,GAVIÃO BELO,PARNAÍBA,ENEVA,ENEVA,TERRA,ENEVA EXPLORER,Perfuração,11/01/2026,30/01/2026,20
7-GVM-10D-MA,7-GVM-10D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,27/03/2025,29/03/2025,3
7-GVM-10D-MA,7-GVM-10D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,LALA-I,Perfuração,14/05/2025,27/05/2025,14
7-GVM-10D-MA,7-GVM-10D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,23/06/2025,10/07/2025,18
7-GVM-11D-MA,7-GVM-11D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,27/03/2025,29/03/2025,3
7-GVM-11D-MA,7-GVM-11D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,23/06/2025,07/07/2025,15
7-GVM-11D-MA,7-GVM-11D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,LALA-I,Perfuração,31/05/2025,15/06/2025,16
7-GVM-5D-MA,7-GVM-5D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,19/03/2025,02/04/2025,15
7-GVM-5D-MA,7-GVM-5D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,LALA-I,Perfuração,01/02/2025,20/02/2025,20
7-GVM-7D-MA,7-GVM-7D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,04/05/2025,13/05/2025,10
7-GVM-7D-MA,7-GVM-7D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,LALA-I,Perfuração,18/03/2025,01/04/2025,15
7-GVM-9D-MA,7-GVM-9D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,LALA-I,Perfuração,25/02/2025,13/03/2025,17
7-GVM-9D-MA,7-GVM-9D-MA,GAVIÃO MATEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,19/03/2025,13/04/2025,26
7-GVQ-1D-MA,7-GVQ-1D-MA,GAVIÃO VAQUEIRO,PARNAÍBA,ENEVA, ,TERRA,POÇO SEM SONDA,Avaliação,29/09/2025,30/09/2025,2
7-GVQ-1D-MA,7-GVQ-1D-MA,GAVIÃO VAQUEIRO,PARNAÍBA,ENEVA,ENEVA,TERRA,POÇO SEM SONDA,Avaliação,01/10/2025,11/10/2025,11
7-GVQ-1D-MA,7-GVQ-1D-MA,GAVIÃO VAQUEIRO,PARNAÍBA,ENEVA, ,TERRA,LALA-I,Perfuração,06/07/2025,22/07/2025,17
7-I-56DB-BA,7I   0056DBBA,ITAPARICA,RECÔNCAVO,GEOFLUX,NTF,TERRA,RIOWELL 03,Restauração,09/05/2025,22/05/2025,14
7-IBU-11D-ES,7IBU11DES,INHAMBU,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,26/06/2025,30/06/2025,5
7-IBU-20D-ES,7IBU20DES,INHAMBU,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,20/05/2025,22/05/2025,3
7-IBU-20D-ES,7IBU20DES,INHAMBU,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,23/03/2025,28/03/2025,6
7-IBU-2D-ES,7IBU2DES,INHAMBU,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,18/05/2025,20/05/2025,3
7-IBU-2D-ES,7IBU2DES,INHAMBU,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,PERBRAS 25,Completação,20/03/2025,23/03/2025,4
7-IBU-36-ES,7IBU36ES,INHAMBU,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,19/07/2025,19/07/2025,1
7-IBU-36-ES,7IBU36ES,INHAMBU,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,SPT-W01,Completação,05/04/2025,06/04/2025,2
7-IBU-36-ES,7IBU36ES,INHAMBU,ESPÍRITO SANTO,SEACREST NORTE CAP,SEACREST NORTE CAP,TERRA,PERBRAS 25,Completação,15/01/2025,19/01/2025,5
