Nome_poço_anp,Nome_poço_operador,Campo,Bacia,Operador_atual,Operador_epoca,Ambiente,Sonda,Objetivo,Data_início,Data_término,Dias_em_intervenção
7-BA-100-BA,7BA  0100  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Restauração,22/08/2025,12/09/2025,22
7-BA-102-BA,7BA  0102  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 125,Restauração,26/08/2025,12/09/2025,18
7-BA-108-BA,7BA  0108  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,21/06/2025,03/07/2025,13
7-BA-10-BA,7BA  0010  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,22/12/2025,26/12/2025,5
7-BA-116-BA,7BA  0116  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,28/02/2025,10/03/2025,11
7-BA-118-BA,7BA  0118  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,30/03/2025,07/04/2025,9
7-BA-123-BA,7BA  0123  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 74,Restauração,27/10/2025,12/11/2025,17
7-BA-128-BA,7BA  0128  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,25/03/2025,28/03/2025,4
7-BA-12-BA,7BA  0012  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 72,Restauração,15/04/2025,18/04/2025,4
7-BA-130-BA,7BA  0130  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,02/02/2025,07/02/2025,6
7-BA-134-BA,7BA  0134  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,02/03/2025,07/03/2025,6
7-BA-134-BA,7BA  0134  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,07/04/2025,12/04/2025,6
7-BA-137-BA,7BA  0137  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,16/04/2025,21/04/2025,6
7-BA-139-BA,7BA  0139  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 111,Restauração,04/06/2025,14/06/2025,11
7-BA-142-BA,7BA  0142  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 158,Restauração,22/09/2025,04/10/2025,13
7-BA-143-BA,7BA  0143  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,25/02/2025,28/02/2025,4
7-BA-146-BA,7BA  0146  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,06/01/2025,18/01/2025,13
7-BA-147-BA,7BA  0147  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,21/04/2025,24/04/2025,4
7-BA-150-BA,7BA  0150  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,15/02/2025,19/02/2025,5
7-BA-150-BA,7BA  0150  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,13/01/2026,18/01/2026,6
7-BA-157-BA,7BA  0157  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 72,Restauração,09/04/2025,15/04/2025,7
7-BA-170-BA,7BA  0170  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 157,Restauração,08/07/2025,18/07/2025,11
7-BA-177-BA,7BA  0177  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,21/08/2025,24/08/2025,4
7-BA-177-BA,7BA  0177  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,13/11/2025,17/11/2025,5
7-BA-177-BA,7BA  0177  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,28/01/2025,02/02/2025,6
7-BA-182-BA,7BA  0182  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 125,Restauração,01/08/2025,26/08/2025,26
7-BA-183-BA,7BA  0183  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 72,Restauração,18/04/2025,21/04/2025,4
7-BA-183-BA,7BA  0183  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 158,Restauração,17/10/2025,25/10/2025,9
7-BA-185-BA,7BA  0185  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 111,Restauração,15/05/2025,30/05/2025,16
7-BA-188-BA,7BA  0188  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,24/05/2025,31/05/2025,8
7-BA-195-BA,7BA  0195  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 26,Restauração,22/01/2026,24/01/2026,3
7-BA-199-BA,7BA  0199  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 158,Restauração,01/02/2026,12/02/2026,12
7-BA-200-BA,7BA  0200  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 126,Restauração,28/01/2026,11/02/2026,15
7-BA-201-BA,7BA  0201  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,19/02/2025,25/02/2025,7
7-BA-202-BA,7BA  0202  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,09/10/2025,12/10/2025,4
7-BA-203-BA,7BA  0203  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 160,Restauração,31/12/2025,12/01/2026,13
7-BA-206-BA,7BA  0206  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 72,Restauração,01/08/2025,05/08/2025,5
7-BA-209-BA,7BA  0209  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 125,Restauração,12/09/2025,27/09/2025,16
7-BA-21-BA,7BA  0021  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 157,Restauração,24/11/2025,08/12/2025,15
7-BA-225-BA,7BA  0225  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 111,Restauração,30/05/2025,04/06/2025,6
7-BA-226-BA,7BA  0226  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,01/10/2025,08/10/2025,8
7-BA-230-BA,7BA  0230  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,27/01/2026,31/01/2026,5
7-BA-237-BA,7BA  0237  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,10/02/2025,16/02/2025,7
7-BA-238-BA,7BA  0238  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 160,Restauração,12/01/2026,21/01/2026,10
7-BA-239-BA,7BA  0239  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,28/03/2025,30/03/2025,3
7-BA-239-BA,7BA  0239  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,17/07/2025,19/07/2025,3
7-BA-239-BA,7BA  0239  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,24/08/2025,27/08/2025,4
7-BA-23-BA,7BA  0023  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,15/03/2025,24/03/2025,10
7-BA-242-BA,7BA  0242  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 158,Restauração,04/10/2025,16/10/2025,13
7-BA-248-BA,7BA  0248  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,03/04/2025,16/04/2025,14
7-BA-248-BA,7BA  0248  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 159,Restauração,05/10/2025,30/10/2025,26
7-BA-249-BA,7BA  0249  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,12/07/2025,16/07/2025,5
7-BA-249-BA,7BA  0249  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,20/02/2026,25/02/2026,6
7-BA-249-BA,7BA  0249  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,03/06/2025,10/06/2025,8
7-BA-252-BA,7BA  0252  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 111,Restauração,25/01/2025,28/01/2025,4
7-BA-253-BA,7BA  0253  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,25/04/2025,05/05/2025,11
7-BA-258-BA,7BA  0258  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,10/07/2025,01/08/2025,23
7-BA-261-BA,7BA  0261  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,19/05/2025,24/05/2025,6
7-BA-262-BA,7BA  0262  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,02/03/2025,07/03/2025,6
7-BA-263-BA,7BA  0263  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,10/03/2025,14/03/2025,5
7-BA-268-BA,7BA  0268  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Restauração,13/10/2025,29/10/2025,17
7-BA-269-BA,7BA  0269  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,17/11/2025,19/11/2025,3
7-BA-271-BA,7BA  0271  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,13/08/2025,14/08/2025,2
7-BA-271-BA,7BA  0271  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,26/01/2025,28/01/2025,3
7-BA-271-BA,7BA  0271  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,22/11/2025,25/11/2025,4
7-BA-271-BA,7BA  0271  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,25/08/2025,29/08/2025,5
7-BA-273-BA,7BA  0273  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,06/01/2026,08/01/2026,3
7-BA-274-BA,7BA  0274  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 155,Restauração,04/10/2025,09/10/2025,6
7-BA-275-BA,7BA  0275  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,19/11/2025,21/11/2025,3
7-BA-275-BA,7BA  0275  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,02/01/2026,06/01/2026,5
7-BA-277-BA,7BA  0277  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,04/07/2025,09/07/2025,6
7-BA-278-BA,7BA  0278  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 157,Restauração,18/10/2025,25/10/2025,8
7-BA-27-BA,7BA  0027  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,26/12/2025,01/01/2026,7
7-BA-282-BA,7BA  0282  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,31/01/2026,03/02/2026,4
7-BA-285-BA,7BA  0285  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,05/05/2025,12/05/2025,8
7-BA-298-BA,7BA  0298  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,02/08/2025,11/08/2025,10
7-BA-299-BA,7BA  0299  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 72,Restauração,29/07/2025,01/08/2025,4
7-BA-29-BA,7BA  0029  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,17/02/2025,02/03/2025,14
7-BA-301-BA,7BA  0301  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,30/01/2025,09/02/2025,11
7-BA-305-BA,7BA  0305  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 160,Restauração,11/04/2025,25/04/2025,15
7-BA-306-BA,7BA  0306  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 155,Restauração,30/09/2025,04/10/2025,5
7-BA-307-BA,7BA  0307  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,07/03/2025,10/03/2025,4
7-BA-307-BA,7BA  0307  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,06/02/2026,09/02/2026,4
7-BA-308-BA,7BA  0308  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 72,Restauração,23/04/2025,25/04/2025,3
7-BA-308-BA,7BA  0308  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,28/11/2025,30/11/2025,3
7-BA-319-BA,7BA  0319  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,01/09/2025,04/09/2025,4
7-BA-319-BA,7BA  0319  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 151,Restauração,17/05/2025,22/05/2025,6
7-BA-324-BA,7BA  0324  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,12/02/2025,15/02/2025,4
7-BA-327-BA,7BA  0327  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 74,Restauração,15/10/2025,26/10/2025,12
7-BA-33-BA,7BA  0033  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Abandono,05/03/2026,22/03/2026,18
7-BA-340-BA,7BA  0340  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 160,Restauração,07/09/2025,12/09/2025,6
7-BA-348D-BA,7BA  0348D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,18/01/2026,28/01/2026,11
7-BA-349D-BA,7BA  0349D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 19,Restauração,16/06/2025,15/07/2025,30
7-BA-356D-BA,7BA  0356D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,30/09/2025,03/10/2025,4
7-BA-357D-BA,7BA  0357D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,07/01/2025,11/01/2025,5
7-BA-359D-BA,7BA  0359D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 157,Restauração,14/10/2025,18/10/2025,5
7-BA-360D-BA,7BA  0360D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,03/10/2025,07/10/2025,5
7-BA-361D-BA,7BA  0361D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 157,Restauração,16/05/2025,01/06/2025,17
7-BA-362D-BA,7BA  0362D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,02/12/2025,03/12/2025,2
7-BA-364D-BA,7BA  0364D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,09/01/2026,13/01/2026,5
7-BA-367D-BA,7BA  0367D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 157,Restauração,01/06/2025,17/06/2025,17
7-BA-371D-BA,7BA  0371D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 158,Restauração,13/02/2026,14/03/2026,30
7-BA-372D-BA,7BA  0372D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,07/10/2025,11/10/2025,5
7-BA-373D-BA,7BA  0373D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,13/02/2026,17/02/2026,5
7-BA-386D-BA,7BA  0386D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,03/01/2026,06/01/2026,4
7-BA-386D-BA,7BA  0386D BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,17/03/2025,22/03/2025,6
7-BA-387D-BA,7BA387DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,14/03/2025,17/03/2025,4
7-BA-387D-BA,7BA387DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,12/04/2025,18/04/2025,7
7-BA-390D-BA,7BA390DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,17/02/2026,20/02/2026,4
7-BA-390D-BA,7BA390DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,17/11/2025,20/11/2025,4
7-BA-390D-BA,7BA390DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,15/06/2025,20/06/2025,6
7-BA-392DA-BA,7BA392DABA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,05/05/2025,12/05/2025,8
7-BA-393D-BA,7BA393DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,14/08/2025,16/08/2025,3
7-BA-393D-BA,7BA393DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,29/08/2025,01/09/2025,4
7-BA-397-BA,7BA397BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,15/01/2025,18/01/2025,4
7-BA-397-BA,7BA397BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,22/11/2025,25/11/2025,4
7-BA-402D-BA,7BA402DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,09/08/2025,13/08/2025,5
7-BA-402D-BA,7BA402DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 159,Restauração,09/01/2026,15/01/2026,7
7-BA-403D-BA,7BA403DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 72,Restauração,21/04/2025,23/04/2025,3
7-BA-403D-BA,7BA403DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,03/01/2025,07/01/2025,5
7-BA-407D-BA,7BA407DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 160,Restauração,21/01/2026,03/02/2026,14
7-BA-408D-BA,7BA408DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,24/03/2025,03/04/2025,11
7-BA-414D-BA,7BA414DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 76,Restauração,14/06/2025,21/06/2025,8
7-BA-417-BA,7BA417BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,21/11/2025,22/11/2025,2
7-BA-417-BA,7BA417BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,06/01/2026,09/01/2026,4
7-BA-418-BA,7BA418BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 73,Restauração,05/12/2025,13/12/2025,9
7-BA-41-BA,7BA  0041  BA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,16/08/2025,20/08/2025,5
7-BA-430D-BA,7BA430DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 60,Restauração,25/02/2025,02/03/2025,6
7-BA-433D-BA,7BA433DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 107,Restauração,11/10/2025,19/10/2025,9
7-BA-442D-BA,7BA442DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 126,Restauração,10/11/2025,19/11/2025,10
7-BA-446D-BA,7BA446DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 72,Restauração,26/07/2025,29/07/2025,4
7-BA-447D-BA,7BA447DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,SONDA DE PRODUÇÃO TERRESTRE 115 (USI),Restauração,14/03/2025,24/03/2025,11
7-BA-450D-BA,7BA450DBA,BURACICA,RECÔNCAVO,PETROBRAS,PETROBRAS,TERRA,UNIDADE SIMPLIFICADA DE INTERVENÇÃO 77,Restauração,03/02/2026,06/02/2026,4
